#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:aligned" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:aligned" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:aligned" spec="beast.base.evolution.tree.Tree">
#                <trait id="dateTrait.t:aligned" spec="beast.base.evolution.tree.TraitSet" traitname="date">
#                                    Japan/SZ-NIG-Y223038/2022=2022,
#VNM/OUCRU-NHTD3617/2022=2022,
#KEN/C120125/2022=2022,
#Switzerland/GE-HUG-40509532/2023=2023,
#England/QEUH-326BE15A/2023=2023,
#USA/VI-CDC-2-6875014/2023=2023,
#Switzerland/BS-UHB-USB_2023_01_30_f6430886/2023=2023,
#THA/CONI-3921/2022=2022,
#USA/AK-USAFSAM-S21082/2023=2023,
#BHR/660304023/2022=2022,
#USA/UT-CDC-VSX-A079256/2023=2023,
#Canisfamiliaris/NAM/1256/2022=2022,
#NZL/22CH0368/2022=2022,
#USA/CA-CDC-STM-NBU4XHDMV/2022=2022,
#THA/CONI-3908/2022=2022,
#USA/NC-CDC-LC0895050/2022=2022,
#IRQ/BG-USAFSAM-S20950/2022=2022,
#CHN/CPL-12-52/2022=2022,
#USA/LA-CDC-QDX41868225/2022=2022,
#Japan/SZ-NIG-Y222450/2022=2022,
#BEL/HT-USAFSAM-S20836/2022=2022,
#LAO/LOMWRU-0853/2022=2022,
#KEN/SS11283/2022=2022,
#England/BRBR-32657988/2022=2022,
#SYC/SS10817/2022=2022,
#LAO/LOMWRU-0868/2022=2022,
#LAO/LOMWRU-0651/2022=2022,
#THA/CONI-3889/2022=2022,
#NZL/20CV0055/2020=2020,
#USA/VA-VTVAS3-GSC23203/2021=2021,
#OX352506=2506,
#Switzerland/BE-SRO-5000138287/2022=2022,
#Liechtenstein/FL-Risch-0926R13825/2022=2022,
#TWN/KMUH-33/2022=2022,
#Liechtenstein/FL-Risch-1219R15476/2022=2022,
#England/LSPA-325E464E/2022=2022,
#BHR/390105767/2022=2022,
#Japan/PG-250552/2022=2022,
#Switzerland/SG-Risch-1012R14178/2022=2022,
#USA/MN-CDC-QDX42000672/2022=2022,
#Liechtenstein/FL-Risch-0923R13838/2022=2022,
#OX451126=2022,
#LBY/59772-19/2022=2022,
#Switzerland/ZH-ETHZ-38004464/2022=2022,
#England/MILK-800BDA/2020=2020,
#England/BRBR-326ECF59/2023=2023,
#OX450918=2022,
#KEN/SS11076/2022=2022,
#BRA/DF-NXBS126GENOV827515027588/2021=2021,
#USA/NE-CDC-LC0925904/2022=2022                
#                                    <taxa id="TaxonSet.aligned supershort 100" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.aligned supershort 100"/>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:aligned" name="distribution" x="@birthRate.t:aligned">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:aligned" name="distribution">
#            <parameter id="clockRate.c:aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@aligned supershort 100" id="treeLikelihood.aligned supershort 100" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:aligned">
#            <siteModel id="SiteModel.s:aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:aligned" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:aligned" id="StrictClock.c:aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	clockRate
1427000	-264664.9120201023	-264012.8296034775	-652.082416624833	-264012.8296034775	567191.2924511111	1.079797762744052E7	-652.082416624833	4.211542009251991E-6	Infinity
1428000	-264694.57840433175	-264012.8296034775	-681.7488008542723	-264012.8296034775	1162049.6690353907	1.965438025778574E7	-681.7488008542723	2.153619603880403E-6	Infinity
1429000	-264680.65724725433	-264012.8296034775	-667.8276437768441	-264012.8296034775	989255.7565974519	1.4781084775967114E7	-667.8276437768441	2.8531201754826973E-6	Infinity
1430000	-264686.6404036233	-264012.8296034775	-673.8108001457691	-264012.8296034775	1110969.9457936776	1.6720748343008704E7	-673.8108001457691	2.5416192658693233E-6	Infinity
1431000	-264685.52143053734	-264012.8296034775	-672.6918270598426	-264012.8296034775	1182579.310101895	1.6490664743476477E7	-672.6918270598426	2.8758565110721496E-6	Infinity
1432000	-264683.59941101813	-264012.8296034775	-670.7698075406086	-264012.8296034775	1222800.890529427	1.5704995985851128E7	-670.7698075406086	3.576945594220497E-6	Infinity
1433000	-264696.7180658695	-264012.8296034775	-683.8884623920195	-264012.8296034775	1835630.1578070933	2.073885868823082E7	-683.8884623920195	2.333186587609557E-6	Infinity
1434000	-264680.4310484169	-264012.8296034775	-667.6014449393931	-264012.8296034775	867011.5522487179	1.4853677401614156E7	-667.6014449393931	3.442039192445281E-6	Infinity
1435000	-264667.56769107695	-264012.8296034775	-654.738087599448	-264012.8296034775	817712.6769590168	1.1393536888323102E7	-654.738087599448	3.958217376733325E-6	Infinity
1436000	-264678.61697710503	-264012.8296034775	-665.7873736275411	-264012.8296034775	1122380.0431235915	1.4069317116618231E7	-665.7873736275411	4.181573330796462E-6	Infinity
1437000	-264672.4590535301	-264012.8296034775	-659.6294500526317	-264012.8296034775	947103.9667788337	1.2619747607548252E7	-659.6294500526317	3.705200446695025E-6	Infinity
1438000	-264684.41772843734	-264012.8296034775	-671.5881249598625	-264012.8296034775	1020313.8434718364	1.6109038035236984E7	-671.5881249598625	2.8828609314425093E-6	Infinity
1439000	-264667.03111148166	-264012.8296034775	-654.2015080041554	-264012.8296034775	769091.7594414236	1.1302467037459407E7	-654.2015080041554	4.231413937548E-6	Infinity
1440000	-264669.5660775819	-264012.8296034775	-656.7364741044089	-264012.8296034775	1129997.7001293222	1.1882525621541992E7	-656.7364741044089	4.383469927892093E-6	Infinity
1441000	-264698.46373656514	-264012.8296034775	-685.6341330876714	-264012.8296034775	1844316.2225038877	2.1059593312079012E7	-685.6341330876714	1.8861128695967303E-6	Infinity
1442000	-264622.5523004945	-264012.8296034775	-609.7226970169902	-264012.8296034775	406833.20652875473	4503651.0433705645	-609.7226970169902	1.2383367485831683E-5	Infinity
1443000	-264584.2140379597	-264012.8296034775	-571.3844344821922	-264012.8296034775	121387.59262230844	2025698.783064466	-571.3844344821922	2.896910505143473E-5	Infinity
1444000	-264502.17412929365	-264012.8296034775	-489.3445258161669	-264012.8296034775	34020.8704936181	367917.771220295	-489.3445258161669	1.217743799355355E-4	Infinity
1445000	-264483.0163428564	-264012.8296034775	-470.1867393789068	-264012.8296034775	16396.375513073588	234927.54656783314	-470.1867393789068	2.3430582304439075E-4	Infinity
1446000	-264463.552551173	-264012.8296034775	-450.7229476955176	-264012.8296034775	12828.996178939711	153565.703559479	-450.7229476955176	3.04244648523837E-4	Infinity
1447000	-264586.23351464653	-264012.8296034775	-573.4039111690415	-264012.8296034775	166577.58390967757	2149685.865613981	-573.4039111690415	2.1103264764037694E-5	Infinity
1448000	-264641.20623523317	-264012.8296034775	-628.3766317556582	-264012.8296034775	378417.8615279241	6663566.119237912	-628.3766317556582	7.439152313707896E-6	Infinity
1449000	-264595.4091345953	-264012.8296034775	-582.5795311178308	-264012.8296034775	161868.73530016138	2591173.165229269	-582.5795311178308	2.0566197502369262E-5	Infinity
1450000	-264563.4998653105	-264012.8296034775	-550.6702618330229	-264012.8296034775	154572.3146445817	1344767.548289035	-550.6702618330229	3.441408067626417E-5	Infinity
1451000	-264516.2974426156	-264012.8296034775	-503.46783913810367	-264012.8296034775	30981.69368991563	498179.9243870334	-503.46783913810367	8.891854330332842E-5	Infinity
1452000	-264558.5943188695	-264012.8296034775	-545.764715392014	-264012.8296034775	88580.68746663138	1214489.8497098284	-545.764715392014	3.8108523102500974E-5	Infinity
1453000	-264600.8664013023	-264012.8296034775	-588.0367978247822	-264012.8296034775	270002.4946572671	2895733.7921581944	-588.0367978247822	1.5060147908539496E-5	Infinity
1454000	-264621.4461343717	-264012.8296034775	-608.6165308941852	-264012.8296034775	345481.3713689558	4247026.517490886	-608.6165308941852	1.5280260883092116E-5	Infinity
1455000	-264580.97071849916	-264012.8296034775	-568.1411150216848	-264012.8296034775	109247.36308518254	1915161.7185679076	-568.1411150216848	2.2045826114170723E-5	Infinity
1456000	-264548.61452997534	-264012.8296034775	-535.7849264978511	-264012.8296034775	65113.15154011152	986496.3074411768	-535.7849264978511	5.011090824929555E-5	Infinity
1457000	-264530.4590371781	-264012.8296034775	-517.629433700591	-264012.8296034775	51935.34244604377	670406.3051348899	-517.629433700591	6.358218688123187E-5	Infinity
1458000	-264535.5652934295	-264012.8296034775	-522.7356899519606	-264012.8296034775	65421.841547039294	744056.2049323625	-522.7356899519606	5.579131624080735E-5	Infinity
1459000	-264584.9632398047	-264012.8296034775	-572.1336363272321	-264012.8296034775	168202.0606807845	2095817.6587418981	-572.1336363272321	2.4322275466962573E-5	Infinity
1460000	-264586.70655646175	-264012.8296034775	-573.876952984249	-264012.8296034775	167022.34447411905	2144559.1644698046	-573.876952984249	2.661680927625828E-5	Infinity
1461000	-264630.3443850163	-264012.8296034775	-617.514781538813	-264012.8296034775	389291.5651142417	5298143.013970767	-617.514781538813	1.032572711289924E-5	Infinity
1462000	-264619.76161755493	-264012.8296034775	-606.9320140774614	-264012.8296034775	321623.2968776857	4282646.872950753	-606.9320140774614	1.0580018410064533E-5	Infinity
1463000	-264550.4370912895	-264012.8296034775	-537.607487811995	-264012.8296034775	88590.59705450726	999867.2543249514	-537.607487811995	3.802611944229579E-5	Infinity
1464000	-264565.1370003891	-264012.8296034775	-552.3073969116368	-264012.8296034775	143148.80336635912	1379437.688338949	-552.3073969116368	3.986578269944714E-5	Infinity
1465000	-264531.19525916525	-264012.8296034775	-518.3656556877517	-264012.8296034775	46968.931098704525	681540.0182652391	-518.3656556877517	7.61986757877768E-5	Infinity
1466000	-264562.95167431235	-264012.8296034775	-550.1220708348602	-264012.8296034775	97501.63846987678	1330062.669219912	-550.1220708348602	3.519121818822054E-5	Infinity
1467000	-264529.4642346034	-264012.8296034775	-516.6346311258844	-264012.8296034775	39813.04746878581	657451.8628701759	-516.6346311258844	7.840897070458823E-5	Infinity
1468000	-264574.59020263905	-264012.8296034775	-561.7605991615505	-264012.8296034775	100710.2841526501	1684364.939775355	-561.7605991615505	2.5797545015409767E-5	Infinity
1469000	-264583.9513914573	-264012.8296034775	-571.1217879798094	-264012.8296034775	202504.12924740993	2054524.1906750323	-571.1217879798094	2.419363004041406E-5	Infinity
1470000	-264613.17284139316	-264012.8296034775	-600.3432379156327	-264012.8296034775	268761.74093290203	3698800.1517672585	-600.3432379156327	1.5473855598006295E-5	Infinity
1471000	-264589.9295259427	-264012.8296034775	-577.0999224652171	-264012.8296034775	153527.07021795446	2309484.8793777414	-577.0999224652171	2.3510976717688374E-5	Infinity
1472000	-264592.73656418594	-264012.8296034775	-579.90696070841	-264012.8296034775	184613.48574507696	2439275.1099717976	-579.90696070841	2.280647772356663E-5	Infinity
1473000	-264575.52241723856	-264012.8296034775	-562.6928137610943	-264012.8296034775	166539.80409401382	1726664.747288283	-562.6928137610943	2.7916936427620283E-5	Infinity
1474000	-264532.26327437966	-264012.8296034775	-519.4336709021653	-264012.8296034775	41682.99523582091	699616.9929416041	-519.4336709021653	7.063030726499014E-5	Infinity
1475000	-264524.8320112037	-264012.8296034775	-512.0024077261706	-264012.8296034775	30208.750910011055	570979.5470140654	-512.0024077261706	6.007404609669472E-5	Infinity
1476000	-264529.3459309839	-264012.8296034775	-516.516327506382	-264012.8296034775	46802.34084097115	658375.8564407777	-516.516327506382	7.110998775437405E-5	Infinity
1477000	-264492.3063464829	-264012.8296034775	-479.47674300538324	-264012.8296034775	18529.24308085924	296399.2406612912	-479.47674300538324	1.5855387237570788E-4	Infinity
1478000	-264518.8205310305	-264012.8296034775	-505.99092755297875	-264012.8296034775	30815.427847673418	526403.884603459	-505.99092755297875	8.699503900113783E-5	Infinity
1479000	-264553.42966566107	-264012.8296034775	-540.6000621835893	-264012.8296034775	102536.75977740997	1066034.2726596831	-540.6000621835893	5.5313654658340386E-5	Infinity
1480000	-264589.9886478942	-264012.8296034775	-577.1590444166985	-264012.8296034775	170769.9514028849	2325629.086121335	-577.1590444166985	1.997046112845389E-5	Infinity
1481000	-264550.8493767342	-264012.8296034775	-538.0197732566957	-264012.8296034775	73140.64897181002	1029877.0240075181	-538.0197732566957	4.242236704382664E-5	Infinity
1482000	-264579.2884521278	-264012.8296034775	-566.4588486503022	-264012.8296034775	147696.6157866759	1853310.184343157	-566.4588486503022	2.931842966959477E-5	Infinity
1483000	-264584.5985900387	-264012.8296034775	-571.7689865612249	-264012.8296034775	185836.675243276	2052097.7155308982	-571.7689865612249	2.7889041851330134E-5	Infinity
1484000	-264569.9258790347	-264012.8296034775	-557.0962755571968	-264012.8296034775	149991.64219509467	1537411.5205426707	-557.0962755571968	3.074301304763895E-5	Infinity
1485000	-264614.5021991332	-264012.8296034775	-601.6725956556929	-264012.8296034775	448030.6422919439	3706008.4268129915	-601.6725956556929	1.715656496790094E-5	Infinity
1486000	-264641.67744430114	-264012.8296034775	-628.8478408236238	-264012.8296034775	456073.34527019435	6726744.236513711	-628.8478408236238	7.446446066477097E-6	Infinity
1487000	-264644.70316924166	-264012.8296034775	-631.8735657641381	-264012.8296034775	430372.4062661825	7025905.575854227	-631.8735657641381	5.691275128877704E-6	Infinity
1488000	-264672.11379850877	-264012.8296034775	-659.2841950312805	-264012.8296034775	1150018.351196695	1.2543313598879715E7	-659.2841950312805	3.879532645007912E-6	Infinity
1489000	-264681.2457281764	-264012.8296034775	-668.416124698858	-264012.8296034775	974664.424326508	1.5081903835452773E7	-668.416124698858	3.47321365282944E-6	Infinity
1490000	-264665.542958883	-264012.8296034775	-652.7133554055173	-264012.8296034775	824529.9745396045	1.0934353297594866E7	-652.7133554055173	4.138829916070963E-6	Infinity
1491000	-264636.83256761805	-264012.8296034775	-624.002964140546	-264012.8296034775	344675.73838321376	6091237.546011153	-624.002964140546	7.809933086854926E-6	Infinity
1492000	-264652.5681005063	-264012.8296034775	-639.7384970288223	-264012.8296034775	457113.9897477855	8272202.586145847	-639.7384970288223	7.043006500350222E-6	Infinity
1493000	-264636.0875212471	-264012.8296034775	-623.2579177696098	-264012.8296034775	473375.537048911	5998956.731082161	-623.2579177696098	7.929282917309117E-6	Infinity
1494000	-264674.1825373004	-264012.8296034775	-661.3529338228963	-264012.8296034775	834346.5703227677	1.3064956523758076E7	-661.3529338228963	3.538375121265108E-6	Infinity
1495000	-264657.0770161875	-264012.8296034775	-644.2474127099697	-264012.8296034775	602005.0853839738	8808587.719034359	-644.2474127099697	4.033683329886636E-6	Infinity
1496000	-264636.1761336232	-264012.8296034775	-623.3465301456456	-264012.8296034775	413106.76953578496	5936063.353749415	-623.3465301456456	6.9831578434294135E-6	Infinity
1497000	-264582.4468576438	-264012.8296034775	-569.6172541662736	-264012.8296034775	126202.7484437762	1988208.9600837696	-569.6172541662736	2.2824723155494935E-5	Infinity
1498000	-264615.8270068652	-264012.8296034775	-602.9974033877046	-264012.8296034775	323154.6332684088	3958341.8069568933	-602.9974033877046	1.2729338091734989E-5	Infinity
1499000	-264613.5564656626	-264012.8296034775	-600.7268621851348	-264012.8296034775	284516.58304813574	3772972.069358788	-600.7268621851348	1.3720775409672664E-5	Infinity
1500000	-264582.6695180103	-264012.8296034775	-569.8399145327663	-264012.8296034775	119011.3040223849	1989525.485335843	-569.8399145327663	2.7091372090356094E-5	Infinity
1501000	-264543.6491950884	-264012.8296034775	-530.8195916109332	-264012.8296034775	59659.963928080375	886201.3727050441	-530.8195916109332	4.9312195838805836E-5	Infinity
1502000	-264561.1412679494	-264012.8296034775	-548.3116644719094	-264012.8296034775	95235.01225734071	1276765.3350186516	-548.3116644719094	4.0971265934180016E-5	Infinity
1503000	-264543.81254178594	-264012.8296034775	-530.9829383084543	-264012.8296034775	75566.08999853682	892272.0079433589	-530.9829383084543	5.1906554390934345E-5	Infinity
1504000	-264515.6068108922	-264012.8296034775	-502.7772074146776	-264012.8296034775	32040.375019921823	479171.1055432206	-502.7772074146776	7.74449385799998E-5	Infinity
1505000	-264515.9131474609	-264012.8296034775	-503.08354398342743	-264012.8296034775	33684.95322007401	492009.23092275846	-503.08354398342743	8.538904566541815E-5	Infinity
1506000	-264579.44795906974	-264012.8296034775	-566.6183555922735	-264012.8296034775	202250.11761607166	1867730.5953903832	-566.6183555922735	2.7822503236704528E-5	Infinity
1507000	-264580.89468110644	-264012.8296034775	-568.0650776289202	-264012.8296034775	147021.07663441935	1925047.378399372	-568.0650776289202	2.348420205172409E-5	Infinity
1508000	-264553.68102157116	-264012.8296034775	-540.8514180936635	-264012.8296034775	83157.90824688779	1090833.067929266	-540.8514180936635	4.8802175830649084E-5	Infinity
1509000	-264588.9148712918	-264012.8296034775	-576.085267814269	-264012.8296034775	153378.6790554992	2229325.46515555	-576.085267814269	2.6499430800802226E-5	Infinity
1510000	-264551.5464883208	-264012.8296034775	-538.716884843313	-264012.8296034775	60210.075214438315	1047572.9856693795	-538.716884843313	4.3146434456601225E-5	Infinity
1511000	-264572.5753333192	-264012.8296034775	-559.7457298417022	-264012.8296034775	125044.65874117892	1622998.2721988377	-559.7457298417022	3.104426020498971E-5	Infinity
1512000	-264574.5866406831	-264012.8296034775	-561.7570372056254	-264012.8296034775	152011.72208801625	1673908.56694045	-561.7570372056254	2.4703227729220464E-5	Infinity
1513000	-264580.85389546875	-264012.8296034775	-568.0242919912585	-264012.8296034775	135525.99860233665	1924706.6736605724	-568.0242919912585	2.660851416716078E-5	Infinity
1514000	-264587.468882055	-264012.8296034775	-574.639278577497	-264012.8296034775	153062.7758532039	2202411.8045815635	-574.639278577497	2.3870657493393572E-5	Infinity
1515000	-264584.38157656416	-264012.8296034775	-571.5519730866679	-264012.8296034775	179715.32481070491	2071465.7302535274	-571.5519730866679	2.4446343468827093E-5	Infinity
1516000	-264655.4726952329	-264012.8296034775	-642.6430917554242	-264012.8296034775	661850.6095614237	8843699.761878334	-642.6430917554242	4.813825852090163E-6	Infinity
1517000	-264653.62006516627	-264012.8296034775	-640.7904616887655	-264012.8296034775	530455.7757751738	8570154.353125885	-640.7904616887655	5.2991244953784774E-6	Infinity
1518000	-264618.26163157553	-264012.8296034775	-605.4320280980535	-264012.8296034775	410868.964371414	4100646.039088141	-605.4320280980535	9.930531987285908E-6	Infinity
1519000	-264551.8747881188	-264012.8296034775	-539.045184641329	-264012.8296034775	81801.74767954493	1053626.1194440674	-539.045184641329	4.893014340862788E-5	Infinity
1520000	-264551.210604748	-264012.8296034775	-538.3810012704731	-264012.8296034775	73392.26047062752	1023088.441260681	-538.3810012704731	3.8494224983863646E-5	Infinity
1521000	-264599.9142540181	-264012.8296034775	-587.0846505405939	-264012.8296034775	203964.9145658196	2805930.430157691	-587.0846505405939	1.4277617417929985E-5	Infinity
1522000	-264590.6971159791	-264012.8296034775	-577.8675125016051	-264012.8296034775	153290.91217547416	2340702.525991916	-577.8675125016051	2.3628784059600006E-5	Infinity
1523000	-264677.14793699776	-264012.8296034775	-664.3183335202369	-264012.8296034775	1634805.4587974849	1.3857745204995167E7	-664.3183335202369	3.823217061088048E-6	Infinity
1524000	-264632.7541362182	-264012.8296034775	-619.924532740725	-264012.8296034775	316294.28898721724	5563082.643736289	-619.924532740725	9.883292031768308E-6	Infinity
1525000	-264625.9073444781	-264012.8296034775	-613.0777410006056	-264012.8296034775	471190.2575158131	4835924.840264027	-613.0777410006056	8.92595493280408E-6	Infinity
1526000	-264576.96385688696	-264012.8296034775	-564.134253409455	-264012.8296034775	200745.93969947862	1748736.6368844206	-564.134253409455	3.3042288704796065E-5	Infinity
1527000	-264562.8731789114	-264012.8296034775	-550.0435754339115	-264012.8296034775	76063.7958796979	1250908.4312922212	-550.0435754339115	2.6700665079799697E-5	Infinity
1528000	-264563.9347677496	-264012.8296034775	-551.1051642721	-264012.8296034775	84613.8029591609	1356128.7381032652	-551.1051642721	3.741224137086566E-5	Infinity
1529000	-264655.2993762475	-264012.8296034775	-642.4697727700033	-264012.8296034775	728984.8156604491	8893085.034591561	-642.4697727700033	5.489156859934471E-6	Infinity
1530000	-264605.1960813933	-264012.8296034775	-592.3664779157756	-264012.8296034775	229452.89512363795	3182399.1421538363	-592.3664779157756	1.569815631049352E-5	Infinity
1531000	-264620.1966016113	-264012.8296034775	-607.3669981337846	-264012.8296034775	267372.80129435816	4329867.32724308	-607.3669981337846	1.1634454124512853E-5	Infinity
1532000	-264627.9449756878	-264012.8296034775	-615.1153722102757	-264012.8296034775	355604.4902414916	5066031.507460311	-615.1153722102757	1.0317875576078339E-5	Infinity
1533000	-264617.61817380635	-264012.8296034775	-604.7885703288667	-264012.8296034775	348578.92239071446	4063143.7059967453	-604.7885703288667	1.028669752568745E-5	Infinity
1534000	-264598.0646743089	-264012.8296034775	-585.2350708314033	-264012.8296034775	218475.83209910404	2749064.3828927674	-585.2350708314033	1.7814457832942723E-5	Infinity
1535000	-264651.1134851207	-264012.8296034775	-638.2838816431798	-264012.8296034775	791884.2902781932	8089834.8488092795	-638.2838816431798	5.26583820338788E-6	Infinity
1536000	-264689.6335991705	-264012.8296034775	-676.8039956929869	-264012.8296034775	1590199.00284199	1.791116153340065E7	-676.8039956929869	2.5676014986704E-6	Infinity
1537000	-264673.7606934601	-264012.8296034775	-660.9310899826381	-264012.8296034775	900170.4813490679	1.2959273214489223E7	-660.9310899826381	3.950574544523452E-6	Infinity
1538000	-264577.94754868886	-264012.8296034775	-565.1179452113713	-264012.8296034775	152523.4705580328	1803326.166860933	-565.1179452113713	2.3848142395255857E-5	Infinity
1539000	-264622.25634983694	-264012.8296034775	-609.4267463594372	-264012.8296034775	225176.66253508706	4453243.458067236	-609.4267463594372	1.2926528317250087E-5	Infinity
1540000	-264621.4022249152	-264012.8296034775	-608.5726214377137	-264012.8296034775	492568.43373597675	4428447.622673235	-608.5726214377137	1.1845392674226898E-5	Infinity
1541000	-264683.41582064907	-264012.8296034775	-670.5862171715489	-264012.8296034775	1293366.2035278892	1.5315817079050506E7	-670.5862171715489	2.4602496498108127E-6	Infinity
1542000	-264656.08291540673	-264012.8296034775	-643.2533119292167	-264012.8296034775	827262.9996511253	8993522.82720605	-643.2533119292167	4.919360945843258E-6	Infinity
1543000	-264632.9743770405	-264012.8296034775	-620.1447735630122	-264012.8296034775	410115.933472135	5511816.670864167	-620.1447735630122	7.154401151839671E-6	Infinity
1544000	-264589.5997255205	-264012.8296034775	-576.7701220429636	-264012.8296034775	149062.10926915848	2309169.0949457367	-576.7701220429636	2.114758650966398E-5	Infinity
1545000	-264570.80335512024	-264012.8296034775	-557.9737516427468	-264012.8296034775	125640.5534947981	1553992.9938826023	-557.9737516427468	2.7394577894297596E-5	Infinity
1546000	-264584.99836156686	-264012.8296034775	-572.1687580893743	-264012.8296034775	125501.66379166063	2088048.0917121058	-572.1687580893743	2.0813299756819978E-5	Infinity
1547000	-264525.48798928346	-264012.8296034775	-512.6583858059421	-264012.8296034775	36818.89382954275	604869.9753327706	-512.6583858059421	7.206016917471667E-5	Infinity
1548000	-264517.6954703074	-264012.8296034775	-504.8658668298836	-264012.8296034775	31587.6252949131	514004.5712256455	-504.8658668298836	8.976325266891056E-5	Infinity
1549000	-264519.42009636055	-264012.8296034775	-506.5904928830717	-264012.8296034775	32199.272960852635	532980.564909337	-506.5904928830717	9.117570111731054E-5	Infinity
1550000	-264502.02617840597	-264012.8296034775	-489.19657492848097	-264012.8296034775	25215.67600633184	364040.5028541793	-489.19657492848097	1.4225126774435816E-4	Infinity
1551000	-264509.563066287	-264012.8296034775	-496.7334628095458	-264012.8296034775	29385.753675121152	431670.90421344014	-496.7334628095458	1.104205583622349E-4	Infinity
1552000	-264539.3299311686	-264012.8296034775	-526.5003276911023	-264012.8296034775	50306.73757851453	811486.2791363631	-526.5003276911023	5.573103243624727E-5	Infinity
1553000	-264544.23848463607	-264012.8296034775	-531.4088811585875	-264012.8296034775	68689.43147469826	899597.5672282574	-531.4088811585875	5.56857665316831E-5	Infinity
1554000	-264540.26292405836	-264012.8296034775	-527.4333205808638	-264012.8296034775	52251.75106134065	825997.2967011009	-527.4333205808638	6.233684528222327E-5	Infinity
1555000	-264545.96529070847	-264012.8296034775	-533.135687230984	-264012.8296034775	57434.09680602256	932338.580730908	-533.135687230984	5.417935888534187E-5	Infinity
1556000	-264574.82582513336	-264012.8296034775	-561.9962216558737	-264012.8296034775	110883.37376969348	1687980.577525999	-561.9962216558737	2.5128532131895565E-5	Infinity
1557000	-264516.56089815125	-264012.8296034775	-503.73129467374355	-264012.8296034775	30672.801288551782	499430.7789994452	-503.73129467374355	8.511718441495705E-5	Infinity
1558000	-264524.04871318646	-264012.8296034775	-511.21910970897505	-264012.8296034775	43030.2769284675	587076.7229894495	-511.21910970897505	7.484655005149623E-5	Infinity
1559000	-264563.62966541847	-264012.8296034775	-550.8000619409864	-264012.8296034775	83237.84873832713	1319396.882107163	-550.8000619409864	4.470666021081689E-5	Infinity
1560000	-264537.69751764945	-264012.8296034775	-524.8679141719563	-264012.8296034775	49738.231654508745	782040.2722223151	-524.8679141719563	6.632435045130654E-5	Infinity
1561000	-264534.0151399018	-264012.8296034775	-521.185536424282	-264012.8296034775	67789.95503492709	720940.6130413018	-521.185536424282	5.802799848013863E-5	Infinity
1562000	-264504.4259461676	-264012.8296034775	-491.59634269009206	-264012.8296034775	29672.882618401323	386287.1599256402	-491.59634269009206	1.1584295255078646E-4	Infinity
1563000	-264533.1538935504	-264012.8296034775	-520.3242900729218	-264012.8296034775	66743.83261634654	711432.4452826924	-520.3242900729218	7.1819426353687E-5	Infinity
1564000	-264524.83617619943	-264012.8296034775	-512.0065727219115	-264012.8296034775	37437.44411572259	597879.4467931753	-512.0065727219115	7.554871522754694E-5	Infinity
1565000	-264545.84825742885	-264012.8296034775	-533.0186539513775	-264012.8296034775	103609.20596199446	931533.7825856223	-533.0186539513775	5.1658527824989613E-5	Infinity
1566000	-264553.2083528361	-264012.8296034775	-540.3787493585929	-264012.8296034775	84996.60110603952	1082010.3311999738	-540.3787493585929	4.836899992844087E-5	Infinity
1567000	-264535.0229826928	-264012.8296034775	-522.1933792153018	-264012.8296034775	59224.93646753137	737952.604084129	-522.1933792153018	7.135864767334297E-5	Infinity
1568000	-264500.9415554658	-264012.8296034775	-488.11195198829586	-264012.8296034775	24440.443118729192	348376.19220705645	-488.11195198829586	1.0370317010720067E-4	Infinity
