#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:aligned" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:aligned" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:aligned" spec="beast.base.evolution.tree.Tree">
#                <trait id="dateTrait.t:aligned" spec="beast.base.evolution.tree.TraitSet" traitname="date">
#                                    Japan/SZ-NIG-Y223038/2022=2022,
#VNM/OUCRU-NHTD3617/2022=2022,
#KEN/C120125/2022=2022,
#Switzerland/GE-HUG-40509532/2023=2023,
#England/QEUH-326BE15A/2023=2023,
#USA/VI-CDC-2-6875014/2023=2023,
#Switzerland/BS-UHB-USB_2023_01_30_f6430886/2023=2023,
#THA/CONI-3921/2022=2022,
#USA/AK-USAFSAM-S21082/2023=2023,
#BHR/660304023/2022=2022,
#USA/UT-CDC-VSX-A079256/2023=2023,
#Canisfamiliaris/NAM/1256/2022=2022,
#NZL/22CH0368/2022=2022,
#USA/CA-CDC-STM-NBU4XHDMV/2022=2022,
#THA/CONI-3908/2022=2022,
#USA/NC-CDC-LC0895050/2022=2022,
#IRQ/BG-USAFSAM-S20950/2022=2022,
#CHN/CPL-12-52/2022=2022,
#USA/LA-CDC-QDX41868225/2022=2022,
#Japan/SZ-NIG-Y222450/2022=2022,
#BEL/HT-USAFSAM-S20836/2022=2022,
#LAO/LOMWRU-0853/2022=2022,
#KEN/SS11283/2022=2022,
#England/BRBR-32657988/2022=2022,
#SYC/SS10817/2022=2022,
#LAO/LOMWRU-0868/2022=2022,
#LAO/LOMWRU-0651/2022=2022,
#THA/CONI-3889/2022=2022,
#NZL/20CV0055/2020=2020,
#USA/VA-VTVAS3-GSC23203/2021=2021,
#OX352506=2506,
#Switzerland/BE-SRO-5000138287/2022=2022,
#Liechtenstein/FL-Risch-0926R13825/2022=2022,
#TWN/KMUH-33/2022=2022,
#Liechtenstein/FL-Risch-1219R15476/2022=2022,
#England/LSPA-325E464E/2022=2022,
#BHR/390105767/2022=2022,
#Japan/PG-250552/2022=2022,
#Switzerland/SG-Risch-1012R14178/2022=2022,
#USA/MN-CDC-QDX42000672/2022=2022,
#Liechtenstein/FL-Risch-0923R13838/2022=2022,
#OX451126=2022,
#LBY/59772-19/2022=2022,
#Switzerland/ZH-ETHZ-38004464/2022=2022,
#England/MILK-800BDA/2020=2020,
#England/BRBR-326ECF59/2023=2023,
#OX450918=2022,
#KEN/SS11076/2022=2022,
#BRA/DF-NXBS126GENOV827515027588/2021=2021,
#USA/NE-CDC-LC0925904/2022=2022                
#                                    <taxa id="TaxonSet.aligned supershort 100" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.aligned supershort 100"/>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:aligned" name="distribution" x="@birthRate.t:aligned">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:aligned" name="distribution">
#            <parameter id="clockRate.c:aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@aligned supershort 100" id="treeLikelihood.aligned supershort 100" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:aligned">
#            <siteModel id="SiteModel.s:aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:aligned" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:aligned" id="StrictClock.c:aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	clockRate
5261000	-264544.50538691034	-264012.8296034775	-531.6757834328318	-264012.8296034775	61222.848086949336	865577.0967595425	-531.6757834328318	7.313697879714858E-5	Infinity
5262000	-264533.1042717856	-264012.8296034775	-520.27466830811	-264012.8296034775	50245.344949772116	693594.5054944967	-520.27466830811	5.379070284320237E-5	Infinity
5263000	-264598.961792694	-264012.8296034775	-586.1321892165115	-264012.8296034775	244023.81516303826	2790813.222829558	-586.1321892165115	1.8884255045313063E-5	Infinity
5264000	-264629.87907017465	-264012.8296034775	-617.0494666971298	-264012.8296034775	454178.9509635252	5235425.6992425015	-617.0494666971298	8.110493452858295E-6	Infinity
5265000	-264564.4549965013	-264012.8296034775	-551.6253930238332	-264012.8296034775	112923.54256286864	1355862.2456606582	-551.6253930238332	3.0256343342845853E-5	Infinity
5266000	-264536.18118131836	-264012.8296034775	-523.3515778408645	-264012.8296034775	64833.6313994463	752912.6686704027	-523.3515778408645	7.231780556552881E-5	Infinity
5267000	-264608.2544653022	-264012.8296034775	-595.4248618247293	-264012.8296034775	267654.9408370714	3298725.704108825	-595.4248618247293	1.845594812103376E-5	Infinity
5268000	-264612.8902387566	-264012.8296034775	-600.0606352791033	-264012.8296034775	282141.599726534	3680491.2256162297	-600.0606352791033	1.5475170514928098E-5	Infinity
5269000	-264583.1061549027	-264012.8296034775	-570.2765514252244	-264012.8296034775	162955.32463537253	2008921.804679099	-570.2765514252244	2.6667634614272642E-5	Infinity
5270000	-264579.61897217546	-264012.8296034775	-566.7893686979427	-264012.8296034775	144545.304754424	1872459.316921304	-566.7893686979427	2.370996241313514E-5	Infinity
5271000	-264592.50294865057	-264012.8296034775	-579.6733451730768	-264012.8296034775	197439.58388871409	2387222.6446181657	-579.6733451730768	2.5354634937797372E-5	Infinity
5272000	-264557.875054258	-264012.8296034775	-545.0454507805027	-264012.8296034775	85816.24919745693	1194474.8244383195	-545.0454507805027	4.302628578487914E-5	Infinity
5273000	-264511.05899789766	-264012.8296034775	-498.22939442015183	-264012.8296034775	27126.96640164678	430169.7492761428	-498.22939442015183	1.3868921761613887E-4	Infinity
5274000	-264527.7717520174	-264012.8296034775	-514.9421485398701	-264012.8296034775	52262.29224370637	617013.5935142591	-514.9421485398701	9.694310960786036E-5	Infinity
5275000	-264558.5894512195	-264012.8296034775	-545.7598477419643	-264012.8296034775	81019.69441800297	1176204.7151510033	-545.7598477419643	5.20579051640826E-5	Infinity
5276000	-264601.01095498353	-264012.8296034775	-588.1813515060218	-264012.8296034775	213614.1864518463	2918914.2024780023	-588.1813515060218	1.7285954733251223E-5	Infinity
5277000	-264589.01070510864	-264012.8296034775	-576.1811016311173	-264012.8296034775	202148.68642213795	2272562.277280056	-576.1811016311173	2.3258401916433728E-5	Infinity
5278000	-264624.97773154505	-264012.8296034775	-612.1481280675433	-264012.8296034775	318029.5130730105	4633394.356558624	-612.1481280675433	1.3350003724243178E-5	Infinity
5279000	-264592.5485843397	-264012.8296034775	-579.718980862155	-264012.8296034775	185528.53056518495	2429840.9811082636	-579.718980862155	2.2894387511307447E-5	Infinity
5280000	-264545.11308520834	-264012.8296034775	-532.2834817308255	-264012.8296034775	64779.550298369664	917281.5559794059	-532.2834817308255	5.261416016591001E-5	Infinity
5281000	-264565.5240055021	-264012.8296034775	-552.6944020246434	-264012.8296034775	128129.56108393708	1388093.662986544	-552.6944020246434	2.982849443996453E-5	Infinity
5282000	-264550.3182199759	-264012.8296034775	-537.4886164984445	-264012.8296034775	98237.19144478181	1016515.4982256403	-537.4886164984445	4.212241918791123E-5	Infinity
5283000	-264512.4964125869	-264012.8296034775	-499.66680910936066	-264012.8296034775	28132.8990002491	459077.50758996705	-499.66680910936066	1.0763383922992495E-4	Infinity
5284000	-264540.69538269984	-264012.8296034775	-527.8657792223642	-264012.8296034775	54891.450379483606	831192.8365429698	-527.8657792223642	6.373697615579494E-5	Infinity
5285000	-264550.946743893	-264012.8296034775	-538.1171404154666	-264012.8296034775	73255.15723919193	1016673.680971131	-538.1171404154666	3.856741172077672E-5	Infinity
5286000	-264572.98510632047	-264012.8296034775	-560.1555028429443	-264012.8296034775	119306.11752960314	1633866.7605851667	-560.1555028429443	2.7443668902115458E-5	Infinity
5287000	-264590.4217082756	-264012.8296034775	-577.5921047981083	-264012.8296034775	209001.30661054078	2344200.857739252	-577.5921047981083	1.944584222918778E-5	Infinity
5288000	-264601.7634856644	-264012.8296034775	-588.9338821868818	-264012.8296034775	287650.2104419778	2956004.1611403725	-588.9338821868818	1.50994424445809E-5	Infinity
5289000	-264595.0026071956	-264012.8296034775	-582.1730037180745	-264012.8296034775	184901.35996698198	2581154.973553443	-582.1730037180745	1.888944524337126E-5	Infinity
5290000	-264647.96222148056	-264012.8296034775	-635.1326180030557	-264012.8296034775	383093.30571129895	7478691.562536365	-635.1326180030557	5.229375010621893E-6	Infinity
5291000	-264693.17253245896	-264012.8296034775	-680.342928981472	-264012.8296034775	1150281.673030135	1.909284967348197E7	-680.342928981472	2.9490011120385437E-6	Infinity
5292000	-264700.6239954752	-264012.8296034775	-687.7943919977048	-264012.8296034775	1494949.1224566442	2.2457405469234608E7	-687.7943919977048	2.1308379447800343E-6	Infinity
5293000	-264672.3803686312	-264012.8296034775	-659.5507651537054	-264012.8296034775	802460.2018601961	1.258923724010297E7	-659.5507651537054	4.123023831898781E-6	Infinity
5294000	-264709.7659324871	-264012.8296034775	-696.9363290095931	-264012.8296034775	2618528.32727403	2.7073632618523102E7	-696.9363290095931	1.7878694376485787E-6	Infinity
5295000	-264736.69210751454	-264012.8296034775	-723.8625040370463	-264012.8296034775	3185209.6227905694	4.463212787324101E7	-723.8625040370463	1.4818931411702692E-6	Infinity
5296000	-264658.2914089474	-264012.8296034775	-645.461805469909	-264012.8296034775	911721.4555821054	9454280.271607503	-645.461805469909	5.132096110637832E-6	Infinity
5297000	-264625.3243683587	-264012.8296034775	-612.4947648812101	-264012.8296034775	373081.36481467105	4748150.387292815	-612.4947648812101	8.674274313107755E-6	Infinity
5298000	-264588.327270352	-264012.8296034775	-575.497666874515	-264012.8296034775	143038.96046165196	2229357.904406433	-575.497666874515	2.477386369642164E-5	Infinity
5299000	-264588.90471727477	-264012.8296034775	-576.075113797267	-264012.8296034775	147609.15462179916	2273212.0016711927	-576.075113797267	2.023456904808522E-5	Infinity
5300000	-264613.18980404205	-264012.8296034775	-600.3602005645781	-264012.8296034775	300970.1417338419	3743733.961335195	-600.3602005645781	1.3879959693187617E-5	Infinity
5301000	-264589.01380097034	-264012.8296034775	-576.1841974928143	-264012.8296034775	158460.00102193747	2268782.6676804656	-576.1841974928143	2.3701167746735714E-5	Infinity
5302000	-264580.80228479306	-264012.8296034775	-567.972681315535	-264012.8296034775	126237.51951625355	1920700.676250161	-567.972681315535	2.7071568312858117E-5	Infinity
5303000	-264588.6081912289	-264012.8296034775	-575.7785877514084	-264012.8296034775	141457.84684757836	2260076.109111098	-575.7785877514084	2.2456897721062973E-5	Infinity
5304000	-264618.31769839436	-264012.8296034775	-605.4880949168769	-264012.8296034775	326529.9775985886	4153112.514864385	-605.4880949168769	1.0756411932113117E-5	Infinity
5305000	-264586.13856902736	-264012.8296034775	-573.308965549834	-264012.8296034775	135376.78088299767	2148945.78235443	-573.308965549834	2.3302388740020386E-5	Infinity
5306000	-264602.46524733695	-264012.8296034775	-589.6356438594697	-264012.8296034775	200597.81455343298	2994217.2221009573	-589.6356438594697	1.7934872492848028E-5	Infinity
5307000	-264677.9057421894	-264012.8296034775	-665.0761387118804	-264012.8296034775	1021399.5831318578	1.4065232888693936E7	-665.0761387118804	3.1796624995284235E-6	Infinity
5308000	-264618.41873958043	-264012.8296034775	-605.5891361029528	-264012.8296034775	256878.48907612733	4172323.2068920396	-605.5891361029528	1.2241893969390087E-5	Infinity
5309000	-264617.8151874216	-264012.8296034775	-604.9855839441174	-264012.8296034775	299971.2781558774	4077687.7415066916	-604.9855839441174	1.0216810278702106E-5	Infinity
5310000	-264597.1000243747	-264012.8296034775	-584.27042089723	-264012.8296034775	169417.80116226635	2687845.930006248	-584.27042089723	1.678187841915894E-5	Infinity
5311000	-264603.9215559139	-264012.8296034775	-591.0919524364332	-264012.8296034775	231636.908512035	3085483.4262479865	-591.0919524364332	1.422907375467227E-5	Infinity
5312000	-264536.4917137286	-264012.8296034775	-523.6621102510809	-264012.8296034775	49765.20294708767	765503.9988307853	-523.6621102510809	6.22392456747742E-5	Infinity
5313000	-264540.7307981354	-264012.8296034775	-527.901194657924	-264012.8296034775	53341.969961789466	834417.7553444973	-527.901194657924	6.148097386035129E-5	Infinity
5314000	-264590.67790686723	-264012.8296034775	-577.8483033897313	-264012.8296034775	186357.84404355395	2355096.9342664145	-577.8483033897313	2.2099041401017807E-5	Infinity
5315000	-264627.6818592032	-264012.8296034775	-614.8522557256825	-264012.8296034775	346611.820719761	4920027.554066823	-614.8522557256825	1.2356309132842976E-5	Infinity
5316000	-264546.8989017151	-264012.8296034775	-534.0692982376117	-264012.8296034775	72063.69940133565	943235.9717360471	-534.0692982376117	5.7899763623526455E-5	Infinity
5317000	-264575.64314735634	-264012.8296034775	-562.813543878837	-264012.8296034775	149169.946562563	1729610.9448763176	-562.813543878837	2.6853494040782973E-5	Infinity
5318000	-264590.1907414402	-264012.8296034775	-577.3611379627507	-264012.8296034775	181970.74721335198	2307523.0751001085	-577.3611379627507	2.456222940549515E-5	Infinity
5319000	-264551.7130261401	-264012.8296034775	-538.8834226626129	-264012.8296034775	69129.09204808567	1023068.7580906205	-538.8834226626129	5.882561058607658E-5	Infinity
5320000	-264574.3935413255	-264012.8296034775	-561.5639378480455	-264012.8296034775	135385.15727523618	1680844.1131026219	-561.5639378480455	3.121608634070661E-5	Infinity
5321000	-264553.5495084346	-264012.8296034775	-540.7199049571173	-264012.8296034775	70978.85292864023	1091101.9437628519	-540.7199049571173	4.727520060076504E-5	Infinity
5322000	-264587.8715160608	-264012.8296034775	-575.0419125832617	-264012.8296034775	181092.90449108434	2224215.490659994	-575.0419125832617	2.049901942131727E-5	Infinity
5323000	-264561.41363343404	-264012.8296034775	-548.5840299565558	-264012.8296034775	91143.90380416941	1288240.6515385767	-548.5840299565558	3.839248703134665E-5	Infinity
5324000	-264585.9615433304	-264012.8296034775	-573.1319398529134	-264012.8296034775	170427.00291141358	2083571.726249771	-573.1319398529134	1.8218912540380788E-5	Infinity
5325000	-264532.3786507997	-264012.8296034775	-519.5490473221747	-264012.8296034775	64132.849090951226	682869.2615078075	-519.5490473221747	8.661792249302639E-5	Infinity
5326000	-264532.0047294855	-264012.8296034775	-519.1751260079646	-264012.8296034775	62262.504060282256	695239.5663907591	-519.1751260079646	7.217887822740673E-5	Infinity
5327000	-264607.7209710134	-264012.8296034775	-594.8913675359317	-264012.8296034775	258865.45649720586	3345537.280942196	-594.8913675359317	1.3587511821426679E-5	Infinity
5328000	-264619.07703740883	-264012.8296034775	-606.2474339313336	-264012.8296034775	327010.96602509276	4222147.664746044	-606.2474339313336	1.2419660777962408E-5	Infinity
5329000	-264709.37843001005	-264012.8296034775	-696.5488265325339	-264012.8296034775	2437132.8215707205	2.684879009208168E7	-696.5488265325339	1.7670359417279986E-6	Infinity
5330000	-264673.52396179904	-264012.8296034775	-660.6943583215723	-264012.8296034775	975288.1409153842	1.2897130262134496E7	-660.6943583215723	3.6231047268151266E-6	Infinity
5331000	-264649.67245755385	-264012.8296034775	-636.8428540763467	-264012.8296034775	533125.7916078414	7922364.758993657	-636.8428540763467	6.34788000605093E-6	Infinity
5332000	-264654.8614368629	-264012.8296034775	-642.0318333854091	-264012.8296034775	504908.5981342641	8785800.5025742	-642.0318333854091	5.131108044788002E-6	Infinity
5333000	-264718.09041196026	-264012.8296034775	-705.2608084827497	-264012.8296034775	2171544.308987446	3.1837892482957717E7	-705.2608084827497	1.3516439099481628E-6	Infinity
5334000	-264731.2938752131	-264012.8296034775	-718.4642717355891	-264012.8296034775	2906582.525456548	4.200043679243285E7	-718.4642717355891	1.2069034686554905E-6	Infinity
5335000	-264741.68568409333	-264012.8296034775	-728.8560806158339	-264012.8296034775	3629376.372174006	5.193578737800122E7	-728.8560806158339	9.147567235627566E-7	Infinity
5336000	-264686.3437569474	-264012.8296034775	-673.51415346989	-264012.8296034775	1314412.3521918005	1.6768997096381199E7	-673.51415346989	3.0159221427247225E-6	Infinity
5337000	-264663.96071098745	-264012.8296034775	-651.1311075099258	-264012.8296034775	763673.9917659229	1.060093095068782E7	-651.1311075099258	4.8711826119743265E-6	Infinity
5338000	-264647.9496508691	-264012.8296034775	-635.1200473916389	-264012.8296034775	651001.5157013509	7633936.153709197	-635.1200473916389	6.836535231633707E-6	Infinity
5339000	-264603.29627861275	-264012.8296034775	-590.4666751352328	-264012.8296034775	201749.1936892647	3060220.7982479045	-590.4666751352328	1.5420311292204732E-5	Infinity
5340000	-264603.39719897497	-264012.8296034775	-590.5675954974661	-264012.8296034775	195029.34872632474	3064212.566504036	-590.5675954974661	1.5100545376865677E-5	Infinity
5341000	-264628.42313351296	-264012.8296034775	-615.5935300354685	-264012.8296034775	381195.24900655414	5100449.729499303	-615.5935300354685	8.596443321371062E-6	Infinity
5342000	-264636.850541399	-264012.8296034775	-624.0209379215012	-264012.8296034775	453384.6582140821	6080383.076610204	-624.0209379215012	7.476266721872332E-6	Infinity
5343000	-264705.5314900058	-264012.8296034775	-692.7018865282971	-264012.8296034775	2578702.837108573	2.4817554443472527E7	-692.7018865282971	2.040267369799941E-6	Infinity
5344000	-264649.44084327074	-264012.8296034775	-636.6112397932484	-264012.8296034775	830180.5626669563	7887347.969583869	-636.6112397932484	6.1009236919024805E-6	Infinity
5345000	-264612.44777671807	-264012.8296034775	-599.6181732405918	-264012.8296034775	352994.9389915793	3661904.5315371705	-599.6181732405918	1.5156738851429328E-5	Infinity
5346000	-264586.4495908578	-264012.8296034775	-573.6199873802636	-264012.8296034775	187050.23138809227	2163950.0888859928	-573.6199873802636	2.232553903474048E-5	Infinity
5347000	-264551.2847009224	-264012.8296034775	-538.4550974448617	-264012.8296034775	84590.15193065049	1043121.7589126232	-538.4550974448617	4.450541784287452E-5	Infinity
5348000	-264525.45185935183	-264012.8296034775	-512.6222558743509	-264012.8296034775	39273.92096810722	603602.6301086062	-512.6222558743509	8.557131451621549E-5	Infinity
5349000	-264520.47462361027	-264012.8296034775	-507.6450201327904	-264012.8296034775	36021.432959890764	531721.0045042022	-507.6450201327904	1.0917434220620738E-4	Infinity
5350000	-264558.59968682006	-264012.8296034775	-545.7700833425566	-264012.8296034775	71607.48152640712	1215224.1821231523	-545.7700833425566	3.872765262567377E-5	Infinity
5351000	-264577.861379892	-264012.8296034775	-565.0317764144589	-264012.8296034775	148399.36163036508	1791663.3198193756	-565.0317764144589	3.125054978629134E-5	Infinity
5352000	-264505.70002510655	-264012.8296034775	-492.8704216290569	-264012.8296034775	31916.117012797335	392019.35651845904	-492.8704216290569	1.3757570703404304E-4	Infinity
5353000	-264527.5926578537	-264012.8296034775	-514.763054376148	-264012.8296034775	52690.986553617775	634432.2702715907	-514.763054376148	7.422207432836954E-5	Infinity
5354000	-264570.8253292527	-264012.8296034775	-557.9957257751742	-264012.8296034775	130368.34924463788	1566381.5755862847	-557.9957257751742	3.0230175758955113E-5	Infinity
5355000	-264546.0157876155	-264012.8296034775	-533.1861841379889	-264012.8296034775	87199.51344776843	934504.1663968149	-533.1861841379889	4.981617853395534E-5	Infinity
5356000	-264596.88567684114	-264012.8296034775	-584.056073363663	-264012.8296034775	240965.1329726513	2670035.6080572773	-584.056073363663	1.645067773962967E-5	Infinity
5357000	-264571.0384196288	-264012.8296034775	-558.2088161512809	-264012.8296034775	123862.60888931552	1530580.6361909339	-558.2088161512809	3.9477201070515864E-5	Infinity
5358000	-264548.83362719434	-264012.8296034775	-536.0040237168477	-264012.8296034775	73863.38420457343	975261.430294886	-536.0040237168477	5.8414130805294574E-5	Infinity
5359000	-264567.4188609319	-264012.8296034775	-554.5892574543872	-264012.8296034775	91472.88882055158	1459404.468835534	-554.5892574543872	3.222233019318972E-5	Infinity
5360000	-264572.5449145547	-264012.8296034775	-559.7153110771811	-264012.8296034775	108339.21412506295	1599775.388785649	-559.7153110771811	2.5330752781503697E-5	Infinity
5361000	-264529.0338364419	-264012.8296034775	-516.2042329643845	-264012.8296034775	50225.67426042915	637291.8242565902	-516.2042329643845	9.19939871652831E-5	Infinity
5362000	-264500.6379147408	-264012.8296034775	-487.8083112632699	-264012.8296034775	27574.976047928383	349268.4755857913	-487.8083112632699	1.577454173046544E-4	Infinity
5363000	-264562.9127011946	-264012.8296034775	-550.0830977170724	-264012.8296034775	116027.95011437911	1306230.7091202473	-550.0830977170724	4.414104804165442E-5	Infinity
5364000	-264551.2797801713	-264012.8296034775	-538.4501766937966	-264012.8296034775	55396.68498521759	1034271.3174273056	-538.4501766937966	4.046385087408076E-5	Infinity
5365000	-264616.8200782051	-264012.8296034775	-603.9904747275632	-264012.8296034775	295090.90653968864	3922141.2699587224	-603.9904747275632	1.5711971594811017E-5	Infinity
5366000	-264614.90183304227	-264012.8296034775	-602.0722295647671	-264012.8296034775	176532.54647102588	3813117.067058445	-602.0722295647671	1.0449044946689509E-5	Infinity
5367000	-264621.98276042996	-264012.8296034775	-609.1531569524657	-264012.8296034775	421983.1425879188	4490642.980672394	-609.1531569524657	1.127831029802581E-5	Infinity
5368000	-264564.0073526051	-264012.8296034775	-551.1777491276172	-264012.8296034775	115159.66107979824	1358878.066829371	-551.1777491276172	3.6943518323676645E-5	Infinity
5369000	-264499.15580506367	-264012.8296034775	-486.32620158614844	-264012.8296034775	29775.747546410596	343920.59192433	-486.32620158614844	1.4188656734555116E-4	Infinity
5370000	-264500.7974107263	-264012.8296034775	-487.9678072487889	-264012.8296034775	21109.487835596643	351495.70622332935	-487.9678072487889	1.5462453980032146E-4	Infinity
5371000	-264501.7339512126	-264012.8296034775	-488.9043477351047	-264012.8296034775	27621.858549946635	363498.0385883659	-488.9043477351047	1.3612723824987956E-4	Infinity
5372000	-264512.52937247895	-264012.8296034775	-499.6997690014414	-264012.8296034775	35105.137268967985	453948.23529678164	-499.6997690014414	8.685414014835243E-5	Infinity
5373000	-264548.129600091	-264012.8296034775	-535.2999966135416	-264012.8296034775	65337.460359201505	962918.8168514678	-535.2999966135416	4.174310302454377E-5	Infinity
5374000	-264539.51903442555	-264012.8296034775	-526.6894309480596	-264012.8296034775	63461.67710276156	809103.0011288561	-526.6894309480596	6.660266776931972E-5	Infinity
5375000	-264534.07260683225	-264012.8296034775	-521.2430033547305	-264012.8296034775	58953.672489422315	727114.8218275823	-521.2430033547305	6.734310768606336E-5	Infinity
5376000	-264573.19036242034	-264012.8296034775	-560.3607589428631	-264012.8296034775	133971.84977168997	1626930.7408950464	-560.3607589428631	3.432567305274252E-5	Infinity
5377000	-264605.0021673984	-264012.8296034775	-592.1725639208883	-264012.8296034775	191866.2350916161	3170498.892038947	-592.1725639208883	1.5582189766267845E-5	Infinity
5378000	-264605.1671258359	-264012.8296034775	-592.3375223583827	-264012.8296034775	246143.200752922	3140984.101256458	-592.3375223583827	1.3138674247848121E-5	Infinity
5379000	-264602.3438178939	-264012.8296034775	-589.5142144163736	-264012.8296034775	225015.14626947444	2944762.4770168345	-589.5142144163736	1.348259858754603E-5	Infinity
5380000	-264557.7876710303	-264012.8296034775	-544.9580675528288	-264012.8296034775	80758.53153061525	1171869.1032034808	-544.9580675528288	3.34563180166249E-5	Infinity
5381000	-264540.4031573138	-264012.8296034775	-527.5735538362948	-264012.8296034775	65617.67038550602	808654.1569942856	-527.5735538362948	4.631417007206799E-5	Infinity
5382000	-264577.7218217021	-264012.8296034775	-564.8922182245644	-264012.8296034775	102332.75988696943	1739972.9913104232	-564.8922182245644	3.607885155730039E-5	Infinity
5383000	-264530.5073799097	-264012.8296034775	-517.677776432213	-264012.8296034775	46187.50901145062	672127.2273810811	-517.677776432213	7.6732280017269E-5	Infinity
5384000	-264515.8860176157	-264012.8296034775	-503.0564141381494	-264012.8296034775	44371.939901452926	479014.95668304584	-503.0564141381494	1.2354775114969645E-4	Infinity
5385000	-264511.62456168135	-264012.8296034775	-498.794958203868	-264012.8296034775	37490.41740899568	447245.80212756264	-498.794958203868	9.08583092440489E-5	Infinity
5386000	-264578.0805078022	-264012.8296034775	-565.2509043246969	-264012.8296034775	132921.33642621938	1813618.8316091509	-565.2509043246969	2.4432353791200315E-5	Infinity
5387000	-264596.2698854594	-264012.8296034775	-583.4402819819186	-264012.8296034775	167489.88510258024	2643905.947571959	-583.4402819819186	1.721251998221751E-5	Infinity
5388000	-264615.5358270748	-264012.8296034775	-602.7062235972944	-264012.8296034775	253740.35515932683	3937041.347101619	-602.7062235972944	1.2348253673837882E-5	Infinity
5389000	-264628.6280714264	-264012.8296034775	-615.7984679489302	-264012.8296034775	355838.09051014774	5046606.484707924	-615.7984679489302	1.173996127800491E-5	Infinity
5390000	-264643.95486146136	-264012.8296034775	-631.1252579838663	-264012.8296034775	539337.6771425753	6978495.438767045	-631.1252579838663	6.0457058985351965E-6	Infinity
5391000	-264638.64787029574	-264012.8296034775	-625.8182668182243	-264012.8296034775	476302.6336780457	6252211.381120451	-625.8182668182243	9.046035284982177E-6	Infinity
5392000	-264596.4282374577	-264012.8296034775	-583.5986339801831	-264012.8296034775	139932.7364438541	2481278.221475547	-583.5986339801831	2.7700669307546536E-5	Infinity
5393000	-264643.687086348	-264012.8296034775	-630.8574828705089	-264012.8296034775	374728.40404954605	6798698.496594209	-630.8574828705089	5.545438369986775E-6	Infinity
5394000	-264686.4946235625	-264012.8296034775	-673.6650200849887	-264012.8296034775	1095156.053347498	1.6250197035049733E7	-673.6650200849887	2.282867125542416E-6	Infinity
5395000	-264614.4747207322	-264012.8296034775	-601.6451172547235	-264012.8296034775	296095.4688138953	3851381.7521196287	-601.6451172547235	1.2386929482136432E-5	Infinity
5396000	-264553.48823511234	-264012.8296034775	-540.6586316348267	-264012.8296034775	90563.54875144883	1090818.547647639	-540.6586316348267	4.659646761563809E-5	Infinity
5397000	-264627.19994120876	-264012.8296034775	-614.3703377312343	-264012.8296034775	292557.37544987275	4936518.759813095	-614.3703377312343	1.1560014451519726E-5	Infinity
5398000	-264643.05532780814	-264012.8296034775	-630.2257243306243	-264012.8296034775	407144.414345655	6912476.425045534	-630.2257243306243	6.709424182810073E-6	Infinity
5399000	-264697.94735228096	-264012.8296034775	-685.117748803435	-264012.8296034775	1262947.627521271	2.1147891129366037E7	-685.117748803435	2.077161941481089E-6	Infinity
5400000	-264697.9375367309	-264012.8296034775	-685.1079332534282	-264012.8296034775	1050420.6101902633	2.0809531386299312E7	-685.1079332534282	1.896868269893188E-6	Infinity
5401000	-264637.52664933883	-264012.8296034775	-624.6970458613206	-264012.8296034775	425440.5311363739	6169654.151741251	-624.6970458613206	7.452833720057925E-6	Infinity
5402000	-264629.05834510433	-264012.8296034775	-616.2287416268404	-264012.8296034775	332883.1224448127	5195667.057982796	-616.2287416268404	9.457871562603395E-6	Infinity
